"offering_id","title","tutor_name","platform_name","difficulty_level","price","rating","description","Mode","num_enrollments","offering_type","location","certifications"
"1492.0","The Future of Manufacturing Business: Role of Digital Technologies","Prof. R. K. Amit","nptel","unknown","free","null","Manufacturing is one of the key engines of a nationâs progress. In recent years, the manufacturing paradigm is changing due to availability of data, improvements in communication, advancements in materials and rapid realization of end-use parts from digital data. The objective of the course is to understand future of modern manufacturing, in the context of advancements in metal additive manufacturing and delineate the consequential technology entablements and business models.","online","1280.0","db3","remote","yes"
"1501.0","Urban Landuse and Transportation planning","Prof. Debapratim Pandit","nptel","unknown","free","null","This course provides the basic concepts and skill sets to undertake urban landuse and transportation planning and to analyze the impact of various policies either related to infrastructure development, environmental regulation and urban expansion. This will help future planners to plan for our smart cities in a more comprehensive way. The course focuses on all the key components of urban development including urban demographic transitions, real estate development, residential location choice, land price fluctuations and transportation planning. Additionally, the course focuses on transport infrastructure and freight planning. Apart from providing a comprehensive knowhow about the traditional theories and models of urban transport systems, it also introduces the advanced techniques that are coming up in recent times like activity based models, shared mobility etc.","online","615.0","db3","remote","yes"
"1502.0","Computer Aided Applied Single Objective Optimization","Prof. Prakash Kotecha","nptel","unknown","free","null","Optimization problems are frequently encountered in almost all disciplines of science and engineering. This course will familiarize the audience with both mathematical and computational intelligence algorithms to solve combinatorial optimization problems. The course is designed so as to enable the participants to quickly use state-of-the-art tools to solve optimization problems. A unique feature of this course will be discussion of a realistic case study to thoroughly understand various aspects of optimization.","online","426.0","db3","remote","yes"
"1509.0","Bandit Algorithm (Online Machine Learning)","Prof. Manjesh hanawal","nptel","unknown","free","null","In many scenarios, one faces uncertain environments where a-priori the best action to play is unknown. How to obtain best possible reward/utility in such scenarios. One natural way is to first explore the environment and to identify the `bestâ actions and exploit them. However, this give raise to an exploration vs exploitation dilemma, where on hand hand we need to do sufficient explorations to identify the best action so that we are confident about its optimality, and on the other hand, best actions need to exploited more number of times to obtain higher reward. In this course we will study many bandit algorithms that balance exploration and exploitation well in various random environment to accumulate good rewards over the duration of play. Bandit algorithms find applications in online advertising, recommendation systems, auctions, routing, e-commerce or in any filed online scenarios where information can be gather in an increment fashion.","online","2172.0","db3","remote","yes"
"1513.0","Educational leadership","Prof. Atasi Mohanty","nptel","unknown","free","null","In the context of Global, Multicultural & Virtual work environments domain knowledge alone is not a sufficient guarantee for professional success. Since long we have been talking about organizational leadership or corporate leadership. In fact leadership is an adjective mostly attached to the growth of industry. Rarely do we realize the importance of leadership in educational institutions. This course is designed to help the teaching/Academic professionals to understand how educational leadership can transform and enhance the effectiveness of educational institutions. This course intends to focus on academic community and to encourage individual members to develop various skills, competencies, abilities to enhance their leadership skills. It will also help them to develop awareness into their self-motivation, reflective practices, critical thinking and positive plans of actions for enhancing their leadership impact and institutional effectiveness. This course is aimed to mobilize human resources of education sector, educational administration and prospective teachers.","online","1320.0","db3","remote","yes"
"1514.0","Millimeter Wave Technology","Prof. Mrinal Kanti Mandal","nptel","unknown","free","null","Millimeter wave components are usually realized by frequency scaling the microwave components. However, an engineer has to deal with several design challenges in terms of higher loss, high signal-to-noise ratio, signal distortions etc. while implementing a millimeter wave system. Primary focus of this course is to introduce the design problems and their solutions at millimeter wave frequencies.","online","396.0","db3","remote","yes"
"1533.0","Mechanical Unit Operations","Prof. Nanda Kishore","nptel","unknown","free","null","Chemical engineering consists of several unit operations and unit processes. Before the reaction step, the raw materials should be processed through various unit operations and similarly after the reaction step as well the products are passed through various unit operations either for product separation or for purity. Thus unit operations are very essentially part of the chemical engineering; and hence, basic knowledge about the principles and equipment of solid-solid unit operations and solid-liquid unit operations is mandatory for any professional chemical engineer.","online","529.0","db3","remote","yes"
"1548.0","Basics of Materials Engineering","Prof. Ratna Kumar Annabattula","nptel","unknown","free","null","The objective of this course is to introduce the basic concepts of materials science and failure theories for design to undergraduate mechanical engineering students. The course is a first level course and hence various concepts such as structure of crystalline materials, defects and their implications to mechanical behavior, the processing of materials through phase diagrams, a detailed discussion on iron-iron carbide equilibrium diagram and heat treatment of steels will be introduced at the introductory level.","online","3836.0","db3","remote","yes"
"1555.0","Gender and literature","Prof. Avishek Parui","nptel","unknown","free","null","Gender and Literature is an examination of selected literary texts and cultural conditions from the standpoint of gender theory. It will draw on established scholarship on gender studies and take the student through the various configurations and reconfigurations that determine gendered classifications such as masculinity and femininity.","online","1658.0","db3","remote","yes"
"1566.0","Peer To Peer Networks","Prof. Y.N.Singh","nptel","unknown","free","null","This course will discuss about the concepts and architecture of peer to peer networks. These systems are built as an overlay on the existing Internet. The idea is basically to build the collaboration between user machines to implement services like telephony, distribute resilient file system, messaging system and other collaborative computing services. Such systems do not require server or need them in very limited fashion. The course will discuss at length the various DHT algorithms and their implementation complexities, the mechanisms to implement resilience using replication factor, efficiency of storage using universal file system where sharing the content does not create additional copies, mechanisms to ensure that nodes with different storage capacities can be used. Further architecture of Briahaspati4 an ongoing p2p system opensource project will also be discussed. The basics taught here will form the foundation of formation of user cloud systems.","online","630.0","db3","remote","yes"
"1610.0","Our Mathematical Senses Part 1: Geometry of Vision","Prof. Vijay Ravikumar","nptel","unknown","free","null","This course will explore how one of our senses -- our sense of sight -- relies on our brain's seemingly hardwired understanding of a fascinating geometric space. What's more, this space -- known as the two dimensional Projective Plane -- is surprisingly different from the familiar Euclidean plane.
 
 By examining some basic questions related to perspective drawing, like why parallel lines appear to converge in our vision, we can identify and analyze the defining properties of this space - properties which are well known to our visual sense, but defy our logical intuition.
 
 As the course progresses, we will situate perspective drawing in the framework of Projective Geometry, and get familiar with the algebra of homogeneous coordinates, which will allow us to translate our sensory intuition into precise information we can easily communicate. We will also get to know the topological space known as the real projective plane, as well the matrix group that governs its transformations.
 
 Being a four-week long elective, this course will nicely complement standard courses on geometry and topology, by giving hands-on experience with several important mathematical objects you will meet in those classes. Some basic linear algebra will be required, especially in the final week of the course (in particular, we will assume familiarity with vector calculus and with matrices as linear transformations).
 
 As part of the series Our Mathematical Senses, we plan to offer follow-up courses in subsequent semesters, exploring our sense of spatial orientation (the Topology of Movement) and our sense of hearing (the Calculus of Sound)","online","809.0","db3","remote","yes"
"1624.0","Business Analytics For Management Decision","Prof. Rudra P Pradhan","nptel","unknown","free","null","Students can exposure on data analysis, modeling and spreadsheet use
 with BUSINESS ANALYTICS for DECISION MAKING. This course will be
 exclusively quantitative and an application to business/ management
 related problems. It is connected with problem sets and real life cases to
 know the relevance of a particular problem and the decision making
 thereof.","online","3923.0","db3","remote","yes"
"1629.0","Computer Organization and Architecture","Prof. Kamakoti","nptel","unknown","free","null","Out of the three main areas of Computer Science and Engineering viz. Computer Organization and Architecture, Compilers and Operating Systems, this course deals with Computer Organization and Architecture. Computer Architecture talks about the basic digital hardware with which the processor is built and Computer Organization talks about the basic interface the digital hardware gives to the compiler and the operating systems to support the user demands. Study of Application Binary Interface is the subject matter of Computer Organization. How these functionalities are actually implemented is the subject matter of Computer Architecture. This course not only addresses the how and what but also the whys of Computer Architecture and Organization. In this course, Computer Architecture will be dealt in theory and Computer Organization using lab classes. For lab, introduction is given for every lab assignment in this course where the actual lab classes can be viewed from NPTEL Information Security - 2 course [http://archive.nptel.ac.in/courses/106106141/].","online","6252.0","db3","remote","yes"
"1650.0","Development and Applications of Special Concretes","Prof. Sudhir Misra","nptel","unknown","free","null","Concrete is no longer simply a mixture of water, cement, sand and coarse aggregate-the advent of chemical admixtures and better understanding of the hydration of cement, and other issues relating to properties of concrete, has made it possible to use several other ingredients and have led to the development of several special concretes and construction methods and use concrete in diverse environments. Building on the fundamental principles of normal concrete, this course explains how some commonly used special concretes have been developed and how they are used in different conditions. The course seeks to present a unified view of concrete materials, construction methods and construction environment and examine the matter on parameters such as quality control methods","online","1252.0","db3","remote","yes"
"1664.0","Experimental Stress Analysis-An Overview","Prof. K. Ramesh","nptel","unknown","free","null","Experimental methods exploit a particular physical phenomenon to make measurements and hence only certain information that can be recorded by an experimental technique. The course introduces the physical principle used by various experimental techniques and also provides a guideline to select an experimental technique for a given application. The role of analytical, 
 numerical and experimental methods in solving a problem in solid mechanics is discussed. 
 Stress and strain at a point is discussed in most courses on solid mechanics but little attention is 
 paid on the variation of these quantities over the field of the model. Attention is drawn on the 
 richness of whole field information provided by most of the optical techniques.","online","0.0","db3","remote","yes"
"1672.0","Manufacturing Process Technology -Part I","Prof. Shantanu Bhattacharya","nptel","unknown","free","null","This is an introductory level course in Manufacturing Process Technology Part I is mostly meant for Undergraduate engineers. At the heart of any manufacturing system is a set of processes which change the size, shape and form of raw materials into the desirable thus giving an industrial nation the power of growing. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing particularly at the process level and also for professionals who are already in manufacturing careers and would like to see the technological changes that the manufacturing processes have witnessed in the last about 5 decades.","online","0.0","db3","remote","yes"
"1681.0","An Introduction to Cardiovascular Fluid Mechanics","Prof. Raghvendra Gupta","nptel","unknown","free","null","This course aims to provide an overview of the important problems in human circulatory system. The course would provide introduction to cardiovascular systems and important fluid flow problems in large arteries. The goal is to provide students with the necessary background to apply the knowledge of fluid mechanics to analyse the flow behavior in biological systems in general and human circulatory system in particular. It is hoped that with this course, the students would be able to develop a perspective towards the design and development of diagnostics and medical device development.","online","970.0","db3","remote","yes"
"1699.0","Analog communication","Prof. Goutam Das","nptel","unknown","free","null","The course will introduce the participants to the signal representation in both time and frequency domain, basic analog communication techniques like modulation theory, system design for analog modulator and demodulator, random process and noise analysis.","online","3003.0","db3","remote","yes"
"1706.0","Chemistry and Physics of Surfaces and Interfaces","Prof. Thiruvancheril G. Gopakumar","nptel","unknown","free","null","The course discusses about the general chemical and physical properties of surfaces of crystalline materials. Further the course will build up on the procedure of atomic level construction of surfaces from the bulk crystals and the nomenclature of different surfaces.","online","501.0","db3","remote","yes"
"1710.0","Nanotechnology in Agriculture","Prof. Mainak Das","nptel","unknown","free","null","Modern agriculture is a chemical intensive process starting from fertilizer, pesticide to food preservation. Modern nanotechnology tools if used judiciously in future, have the ability to offer sustainable development along with the optimal, precision and more effective use of chemicals. In this course, I will be sharing my journey from basic agriculture to modern day nanoparticle based agriculture practices.","online","2233.0","db3","remote","yes"
"1722.0","Machining Science","Prof. Sounak Kumar Choudhury","nptel","unknown","free","null","Introduction : Machining; Plastic Deformation, Tensile Test, Stress and Strain; Mechanism of Plastic Deformation: Slips, defects, plastic deformation on atomic scale.
 Machining Process : Types of machining processes; Chip formation; Orthogonal and Oblique Cutting; Types of Chips; Built-up edge formation.
 Tool Geometry : Reference planes; Tool specification: American System (ASA), continental or Orthogonal System (ORS), International or Normal Rake system (NRS); Tool angle relationships in ORS, ASA and NRS; Selection of Tool Angles; Multiple-point cutting tools: twist drill, helical milling cutter.
 Mechanics of Metal Cutting : Merchant's Circle Diagram; Co-efficient of Friction: Determination of stress, strain and strain rate; Measurement of shear angle; Thin Zone model: Lee and Shaffer's Relationship; Thick Zone model: Okushima and Hitomi Analysis
 Friction in Metal Cutting : Nature of sliding friction; Friction in Metal Cutting: Sticking and Sliding Zones, Analysis of Stress Distribution on the tool face: Zorevâs model; Determination of mean angle of friction.
 Mechanism of Oblique cutting : Rake angles in oblique cutting: Analytical determination of Normal Rake angle, velocity rake angle and effective rake angle; their relationship; shear angles in oblique cutting; velocity relationship; Force relationships in oblique cutting.
 Practical Machining Operations : Turning, shaping and planning, Slab milling, Drilling: Machining Parameters, force magnitudes, power consumption, material removal rate, time per pass.
 Measurement of cutting Forces : Basic methods of measurement: Axially Loaded members, Cantilever Beam, Rings and Octagon, dynamometer requirements; machine tool dynamometers.
 Tool Material, Tool Wear and Tool Life : Types of tool wear; Mechanisms of wear: Abrasion, Adhesion and Diffusion. Progressive tool wear: flank and crater wear. Tool Life: variables affecting tool life - cutting conditions, tool geometry, Types of tool materials, fabrication of cutting inserts, coatings, work material and cutting fluid; Machinability and their criteria.
 Abrasive Machining Processes: Processes and analyses
 Economics of Machining: determination of optimal cutting conditions for minimum cost, maximum production rate and maximum profit rate
 Thermal Aspects of Machining: analytical determination of temperature in the shear zone and the chip-tool contact area
 Surface finish: comparison and analytical determination of surface finish in turning, milling and grinding","online","860.0","db3","remote","yes"
"","Rural Water Resources Management","Prof. Pennan Chinnasamy","nptel","unknown","free","null","Water is the most important resource in India, given India is still an agrarian nation and most industries need water. India is the highest extractor of groundwater in the world and it is necessary to understand water resource issues and concerns so that water resources management activities can be scientifically formulated and validated. A focused course on water management is necessary to sensitize the students on the actual issues and how to manage, adapt and mitigate. In addition, good water management is key for attaining sustainable development goals, protecting a country against climate change extremes and for promoting industrial growth in India.","online","1667.0","db3","remote","yes"
"","Human resource development","Prof. Kbl Srivastava","nptel","unknown","free","null","The major objective of the course is to explain and demonstrate the contribution of HRD in an organization and enable student to develop an ability to decide learning and training needs; and have competence in the design and delivery of learning programmes, and finally evaluate the outcome of HRD programmes. The process of identifying needs and designing and delivering HRD interventions that are part of the course are crucial skills for all managers. The course will focus on the role of HRD in designing and implementing appropriate strategies in line with the business goals of their organization. The course will include topics related to design, development, implementation and evaluation of HRD programmes. In addition to HRD Process, it would cover a number of HRD interventions like coaching, mentoring, and counseling. The course will also address the competency mapping framework of HRD, role of HRD in career planning and development, organizational learning process and making organizations a learning organizations. Finally it will discuss about its role in developing ethical behavior and the future of HRD in Indian organizational context","online","5359.0","db3","remote","yes"
"","Linear Algebra","Prof. Arbind Kumar Lal","nptel","unknown","free","null","The course will assume basic knowledge of class XII algebra and a familiarity with calculus. Even though, the course will start with defining matrices and operations associated with it. This will lead to the study of system of linear equations, elementary matrices, invertible matrices, the row-reduced echelon form of a matrix and a few equivalent conditions for a square matrix to be invertible. From here, we will go into the axiomatic definition of vector spaces over real and complex numbers, try to understand linear combination, linear span, linear independence and linear dependence and hopefully understand the basis of a finite dimensional vector space. We will then go into functions from one vector space to another, commonly known as linear transformations. For the finite dimensional case, we will see that all functions can be understood through matrices and vice-versa. We will then define inner/dot product in a vector space. This leads to the understanding of length of a vector and orthogonality between vectors. As our main result in this part, we will understand the Gram-Schmidt orthogonalization process. Finally, we will go into the topic of eigenvalues and eigenvectors associated with a square matrices or linear operators. As a final result, we will learn the spectral theorem for Hermitian/Self-adjoint matrices. As an application, we will classify the quadrics.","online","3062.0","db3","remote","yes"
"","Literature for Competitive Exams","Prof. Aysha Iqbal","nptel","unknown","free","null","The course is designed and developed to suit the needs of those students who aim to appear for competitive exams with English Literature as their core subject. It will be useful for those who aspire towards acing competitive exams with literature in English as the main subject and/or want to pursue a higher academic degree, particularly as researchers, in India or abroad. The course includes major works, historical developments, sub-disciplines, movements and trends in English, American and also World literature. The participants will also gain an understanding about the key literary figures of all time and their contribution to their respective literary scene.","online","2600.0","db3","remote","yes"
"","Texture in Materials","Prof. Somjeet Biswas","nptel","unknown","free","null","To understand the concept of crystallographic texture in polycrystalline materials through Pole Figures, Inverse Pole Figures, Euler Space, and orientation matrices. Measurement of bulk texture by X-rays, and micro-texture by SEM-EBSD. Grain boundaries, Geometrically necessary boundaries, and coincident site lattice boundaries Ã¢â¬â character and energy. Evolution of texture during materials processing such as, solidification, plastic deformation, annealing, phase transformation in FCC, HCP, and BCC polycrystals.","online","188.0","db3","remote","yes"
"","Introduction to Automata, Languages and Computation","Prof. Sourav Mukhopadhyay","nptel","unknown","free","null","Automata, Languages and Computation have been an important part of the curriculum in computer science department for several decades. The automata theory is the study of abstract machines and their application in solving computational problems. Automata is a major part of this course, and is explained elaborately throughout in easily comprehensible ways. Besides providing students with a detailed introduction to the theories related to computer science, this course also fully covers mathematical preliminaries which are essential to computation.","online","1782.0","db3","remote","yes"
"1738.0","Project Management","Dr.Raghunandan Sengupta","nptel","unknown","free","null","With the concept of managing Big Projects under costs and time constraints, it is imperative, that people working in manufacturing/process/service industry have a very good understanding of the general and advanced concepts of Project Management. It is with this motivation that this course is designed, to meet the demand in the market from, UG to PG students coming from a variety of fields, be it Engineering or Management.","online","0.0","db3","remote","yes"
"1753.0","Dynamics of Ocean Structures","Prof. Srinivasan Chandrasekaran","nptel","unknown","free","null","The course will give a brief overview of different types of ocean structures that are deployed in sea for exploiting oil, gas and minerals. While fundamentals of structural dynamics are discussed, detailed mathematical modeling of ocean structures and their dynamic analysis under waves, wind and current are highlighted with special emphasis to fluid-structure interaction. Introduction to stochastic dynamics of ocean structures is also discussed with lot of tutorials and sample papers that shall intuit self-learning through the course. Focus is on the explanation of fundamental concepts as addressed to graduate students.","online","519.0","db3","remote","yes"
"1761.0","Business Analytics & Data Mining Modeling Using R Part II","Prof. Gaurav Dixit","nptel","unknown","free","null","Objective of this course is to impart knowledge on use of data mining techniques for deriving business intelligence to achieve organizational goals. Use of R (statistical computing software) to build, assess, and compare models based on real datasets and cases with an easy-to-follow learning curve.","online","2006.0","db3","remote","yes"
"1766.0","Introduction to Propulsion","Prof. D.P.Mishra","nptel","unknown","free","null","Basic Principles of Propulsion, Historical background, Conservation Equations, Review of basic thermodynamics, Review of compressible flow; Quasi One dimensional flow, Normal shock, Oblique shock, Rayleigh flow, Fanno flow, Air intake, Nozzle flow, Boundary layer flow,
 Elements of combustion: Introduction to combustion; thermochemistry, Adiabatic temperature, premixed Flame and Diffusion Flame, Droplet combustion
 Jet engines: Thrust expressions and performance parameters 
 Gas turbine ideal cycle analysis of ramjet, turbojet, turbofan and turboprop engines;
 Performance characteristics of various components of gas turbine engines: air-intake, compressor, combustor, turbine, and nozzle; Gas turbine Real cycle analysis
 Elements of Rocket Engine; Introduction rocket propulsion, classification of rocket engines, rocket engine performance, Types of propellant, Propellant and its composition, rocket engine nozzle and its performance; Solid rocket engine, liquid rocket engines and hybrid rocket engine","online","0.0","db3","remote","yes"
"1793.0","Model Predictive Control: Theory and Applications","Prof. Niket Kaisare","nptel","unknown","free","null","Model Predictive Control (MPC) is one of the predominant advanced control techniques. MPC originated in the chemical process industry and is now applicable to a wide range of application areas. MPC is an optimization-based technique, which uses predictions from a model over a future control horizon to determine control inputs. This course will provide an overview of MPC, and will cover both theory and practical applications. The course will involve MATLAB-based hands-on learning modules for understanding and solving advanced control problems. The course will cover multiple aspects of MPC implementation, including dynamical system models, state estimation, unconstrained and constrained optimal control, and model identification.","online","238.0","db3","remote","yes"
"1798.0","Contemporary Architecture and Design","Prof. Saptarshi Kolay","nptel","unknown","free","null","The course will impart knowledge on the historical backdrop and trends of contemporary
 architecture. Discussion will happen on the major phases of contemporary architectureâmodernism
 and post-modernism. The salient features of both the phases of contemporary architecture will be
 detailed out with reference of relevant examples. These phases of architectural school of thoughts
 will also be extrapolated into the domain of visual design and fine arts, for a holistic understanding.
 The course will help the students in genesis of critical thinking on architectural appreciation and
 formulating design vocabulary.","online","914.0","db3","remote","yes"
"1863.0","Atomic and Molecular Physics","Prof. Amal Kumar Das","nptel","unknown","free","null","Atom and molecule are the fundamental unit for all matters in universe. Matter, whatever the states, is made of atoms. The properties of all matters are governed by the electronic structure of atom and molecule.
 They have individual properties like electronic, magnetic and optical properties, which are quite different from the collective properties of matter made of atoms and molecules. This course will enlighten the knowledge of atoms and molecules and build up the pre-requisite knowledge for all science and engineering field.","online","0.0","db3","remote","yes"
"1870.0","Operation and Planning of Power Distribution Systems","Prof. Sanjib Ganguly","nptel","unknown","free","null","Due to the inception of various automation technologies and integration of distributed energy resources, the electrical power distribution systems are slowly transformed into smart and active networks. This course will provide an overview of modern power distribution systems. The course will start with the discussions of different components and layouts of power distribution systems, load models, different reliability assessment techniques, and different planning approaches. The conventional reactive power compensation techniques will also be covered. Then, the impact of distributed generation on distribution systems will be discussed. Modeling of different types of distributed generation units and storage will also be discussed. Finally, the evolution of distribution systems toward smart network will be covered.","online","803.0","db3","remote","yes"
"1897.0","Gasdynamics: Fundamentals and Applications","Prof. Srisha Rao M V","nptel","unknown","free","null","In the previous century, humanity quickly moved from enabling mechanical flight to flying farther, higher, and faster. Now, humanity is endeavoring to explore and colonize other planets. Similarly, engineers are seeking to make compact and efficient systems in the domains of energy and power. All these scenarios and several more, including natural events like explosive volcanic eruptions, involve the high-speed Flow of gases. Speeds at which the compressible nature of gases becomes significant. In this course on the fundamentals and applications of gasdynamics, we shall understand and model the compressible flow phenomena of gases from first principles.","online","697.0","db3","remote","yes"
"1908.0","German - II","Prof. Milind Brahme","nptel","unknown","free","null","German II builds upon German I to help the learner acquire the A level of competence(A1+A2) as per the European Common Language Framework. It is meant to broaden and deepen the learnerâs understanding of German grammatical structures, further enrich her vocabulary to cover all aspects of daily living, and to develop a basic understanding of the German cultural space.Serious learners should be able to get a comprehensive understanding of basic German grammar, and build a good enough vocabulary to be able to articulate themselves in any given daily life situation, and about basic themes of personal interest.","online","1886.0","db3","remote","yes"
"1926.0","Trauma and Literature","Prof. Avishek Parui","nptel","unknown","free","null","This course seeks to engage with the diverse ways in which literary texts have responded to traumatic and critical events in private and public history. The cultural and psychological impact of trauma in literature and society will be examined in detail through a close reading of selected texts from different literary periods, genres and traditions.","online","685.0","db3","remote","yes"
"1932.0","Quantum Mechanics I","Prof.Ramadevi","nptel","unknown","free","null","This course is a first level course in the Diracâs bra(ket) notation which will set foundation to take up advanced level courses","online","2385.0","db3","remote","yes"
"1975.0","Basic Building Blocks of Microwave Engineering & Design Principles of RF and Microwave Filters and Amplifiers","Dr. Amitabha Bhattacharya","nptel","unknown","free","null","The course will introduce three basic building blocks of microwave engineering viz. microwave transmission system, passive circuit components at microwave frequency and microwave active devices. The lectures would try to emphasize the need to understand the blocks in somewhat detail so that key design concepts behind a microwave network are grasped. The course would lay the foundation for further exploring the vast area of microwave engineering analysis and design. 
 
 The course will introduce design principles of RF and microwave filters and amplifiers. The lectures would try to emphasize on the need to understand the key concepts behind a microwave filter or amplifier design so that the students themselves can design a microwave filter or an amplifier. The course would lay the foundation for further exploring the vast area of microwave engineering analysis and design.","online","723.0","db3","remote","yes"
"1992.0","Introduction to Machine Learning (Tamil)","Prof. Arun Rajkumar","nptel","unknown","free","null","A short course introducing the main ideas and algorithms of Machine Learning. The goal of the course is to cover the topics at a high level so that it would act as a first course for a full fledged Machine Learning course. The course will be delivered in spoken Tamil while the technical terms discussed/exams/assignments will be in English.","online","6230.0","db3","remote","yes"
"2009.0","Numerical Methods for Engineers","Prof. Niket Kaisare","nptel","unknown","free","null","The development of fast, efficient and inexpensive computers has significantly increased the range of engineering problems that can be solved reliably. Numerical Methods use computers to solve problems by step-wise, repeated and iterative solution methods, which would otherwise be tedious or unsolvable by hand-calculations. This course is designed to give an overview of numerical methods of interest to scientists and engineers. However, the focus being on the techniques themselves, rather than specific applications, the contents should be relevant to varied fields such as engineering, management, economics, etc.","online","700.0","db3","remote","yes"
"2013.0","Economic Growth and Development","Prof. Rajshree Bedamatta","nptel","unknown","free","null","This course engages the student with the much debated theories of growth versus development. The decades following liberalization and globalization have been a period of very high levels of economic inequality. With the focus on issues surrounding inequality, this course will introduce students to the major ideas and theories surrounding the often used and misused concepts of economic growth and economic development. With the help of major concepts used in growth and development economics, a student taking this course will be able to participate in the debate and understand the nuances surrounding the issue of economic development.","online","1876.0","db3","remote","yes"
"2014.0","Analog Electronic Circuits","Prof. Pradip Mandal","nptel","unknown","free","null","This course on Analog Electronic Circuits has been designed primarily as a core course for undergraduate students and, as a refresher course for master level students and circuit designers working in industry. It starts with basic circuit components and circuit concepts and then, gradually moves to practical building blocks of analog electronic systems. In this course, a serious attempt has been made to make a balance between theory and practice so that the discussed circuits can be constructed in an undergraduate level laboratory class and their measured performance can be easily compared with the analytically predicted performance. It helps to build confidence on theory. 
 The other important feature of this course is, it covers both BJT based circuits and MOSFET based circuits parallel so that similarities and performance differences between these two classes of circuits are understandable. Moreover, the BJT based circuits discussed here can be easily constricted on bread board to verify their characteristic through measurement. On the other hand, analysis of the MOSFET based circuits provides the necessary foundation for Analog VLSI circuit/system design, a next level course in Microelectronics and VLSI Design. 
 The above mentioned two features make the proposed course unique with respect to the existing NPTEL courses on this topic. Further, the content of the proposed course is well aligned to the content of Analog Electronics course (EC09) under âAICTE Model Curriculum for undergraduate degree in Electronics and Communication Engineering (Engineering & Technology) published in 2018","online","4629.0","db3","remote","yes"
"2018.0","Welding Processes","Prof.Murugaiyan Amirthalingam","nptel","unknown","free","null","The modern material assemblies require the combined use of alloys for a given commercial application. Welding technologies are of critical importance for the construction of virtually all components of the assemblies. This course aims to elaborate the physical principles of arc, plasma, laser, resistance spot, electron beam and solid state welding processes. This includes, physics of electric arc-plasma, engineering the arc-plasma for welding, metal transfer and mass flow in the weld pool, laser/electron beam - material interactions, pressure and force balance in keyhole mode power beam welding, fundamentals of heat generation by Joule heating and process principles and overview on types of resistance and solid state welding processes.","online","983.0","db3","remote","yes"
"2030.0","Mathematical Methods in Physics 1","Prof. Auditya Sharma","nptel","unknown","free","null","This would be the first of a two-part series on Mathematical Methods in Physics. The aim here is to provide a solid mathematical foundation for the budding Physicist eager to climb the ladder of self-learning. This course is designed to cater to an undergraduate student who excitedly embarks on a study of Physics, but is obstructed by the mathematics which appears so forbidding. The approach we will follow is one of showing many examples, and weaving the theory around examples. When possible, we will show how Mathematica can be used to offer extra insight.","online","859.0","db3","remote","yes"
"2036.0","Introduction to Modern Indian Political Thought","Prof. Mithilesh Kumar Jha","nptel","unknown","free","null","Modern Indian political thought is one of the fascinating areas of scholarly debates and discussions in contemporary India. It also signifies a shift away from excessive reliance upon Eurocentric views, methods and concepts to study and interpret Indian society and its politics. The major objective of this course is to introduce the students to some of the key modern Indian thinkers and their ideas which helped in shaping the society and politics of modern India.","online","1223.0","db3","remote","yes"
"2051.0","Usability Engineering","Prof. Debayan Dhar","nptel","unknown","free","null","Rapid growth of Information and Communication technologies has given opportunities to various startups, to introduce smart products/applications in our ecosystem. In the era of globalization, competition across startups, specifically products are huge and if any start up or product fails to attract loyal consumer base, it is doomed to collapse. In order to ensure enhanced consumer interaction and their loyalty, aspects of human factors need to be engineered into these products. This is where Usability Engineering comes into existence. Usability focuses on qualitative and quantitative aspects of effectiveness, efficiency and satisfaction with which specified users achieve specified goals in particular environments. This is a detailed basic level course that would focus on users psycho social and cognitive parameters, frameworks to capture and identify consumer/users individual parameters and ways to design and conceptualize functional products around them.","online","444.0","db3","remote","yes"
"2056.0","Elements of Literature and Creative Communication","Prof. H. S. Komalesha","nptel","unknown","free","null","The course helps in making the students aware about the finer sensibilities of human existence through poetry, fiction and drama. It also intends to align students on towards developing a holistic perspective on life and the world around. Through lectures and interactions, the course hopes to enable students to learn and appreciate different forms of literature as suitable modes of expressing human experience.","online","879.0","db3","remote","yes"
"2061.0","Synthesis of Digital Systems","Prof. Preeti Ranjan Panda","nptel","unknown","free","null","This course is about the automatic generation of digital circuits from high-level
 descriptions. Modern electronic systems are specified in Hardware Description Languages
 and are converted automatically into digital circuits. We will introduce the VHDL
 Hardware Description Language, and follow it up with a discussion of the basics of
 synthesis topics including High-level Synthesis, FSM Synthesis, Retiming, and Logic
 Synthesis.","online","730.0","db3","remote","yes"
"","Infrastructure Planning and Management","Prof. Ashwin Mahalingam","nptel","unknown","free","null","This course attempts to introduce students to real world risks and challenges in managing infrastructure. After a brief introduction to the infrastructure planning process as well as the state of infrastructure across sectors in India, we systematically look at various risks that plague infrastructure projects. We then look at a variety of novel solutions or fixes that can help us execute infrastructure projects better. The curse is replete with real-world case studies and guest lectures to ensure that what is being discussed is practically applicable.","online","1004.0","db3","remote","yes"
"2114.0","High Power Multilevel Converters- Analysis, Design and Operational Issues","Prof. Anand rup","nptel","unknown","free","null","The course covers different types of high power converters used in the industry for applications in HVDC, FACTS, Motor Drives, Power quality improvement. Traditional converters like NPC and emerging converters like modular multilevel converters will be covered. Operational issues and design considerations for these medium/high voltage high power converters will be covered. The course will discuss many practical issues faced in the industry while designing and operation of these converters.","online","623.0","db3","remote","yes"
